Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,802561352.2099919,51.72762334362601,84,802561352.2099919,802561352.2099919,160512270.4419984,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,802561352.2099919,1.0,True,2019-10-31
DELTA CORPORATION LIMITED (ZIMBABWE),OK,262377077.94999996,670.1,88,262377077.94999996,262377077.94999996,52475415.589999996,30,,,,,2019-10-31,2019-09-30,2019-10-31,ZIMBABWE,LOW,262377077.94999996,2.0,True,2019-10-31
NASPERS (SOUTH AFRICA),OK,222150616.0879279,30.3237501800227,84,222150616.0879279,222150616.0879279,44430123.217585586,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,222150616.0879279,3.0,True,2019-10-31
PPC (SOUTH AFRICA),OK,83822017.03271855,26.49141374303197,84,83822017.03271855,83822017.03271855,16764403.406543711,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,83822017.03271855,4.0,True,2019-10-31
TN CYBERTECH INVESTMENTS HOLDINGS (ZIMBABWE),OK,83487393.63333334,284.9,87,83487393.63333334,83487393.63333334,16697478.726666668,30,,,,,2019-10-31,2019-09-30,2019-10-31,ZIMBABWE,LOW,83487393.63333334,5.0,True,2019-10-31
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,74427301.44060771,19.09231564024,84,74427301.44060771,74427301.44060771,14885460.288121544,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,74427301.44060771,6.0,True,2019-10-31
FIRSTRAND (SOUTH AFRICA),OK,54853206.361214876,4.025241494670667,84,54853206.361214876,54853206.361214876,10970641.272242976,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,54853206.361214876,7.0,True,2019-10-31
ANGLO AMERICAN (SOUTH AFRICA),OK,52069720.473097414,22.50713154143033,84,52069720.473097414,52069720.473097414,10413944.094619483,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,52069720.473097414,8.0,True,2019-10-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,49031408.21763888,11.54061113907794,84,49031408.21763888,49031408.21763888,9806281.643527776,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,49031408.21763888,9.0,True,2019-10-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,41945547.70733321,18.76794446448367,84,41945547.70733321,41945547.70733321,8389109.541466642,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,41945547.70733321,10.0,True,2019-10-31
MTN GROUP (SOUTH AFRICA),OK,35521924.882589966,6.361903100882738,84,35521924.882589966,35521924.882589966,7104384.976517994,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,35521924.882589966,11.0,True,2019-10-31
IMPALA PLATINUM HOLDINGS (SOUTH AFRICA),OK,30765003.706924304,6.294518457446598,84,30765003.706924304,30765003.706924304,6153000.741384861,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,30765003.706924304,12.0,True,2019-10-31
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),OK,28660836.562262516,37.14215120849734,84,28660836.562262516,28660836.562262516,5732167.3124525035,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,28660836.562262516,13.0,True,2019-10-31
ABSA (SOUTH AFRICA),OK,28588788.766046096,10.09910827655186,84,28588788.766046096,28588788.766046096,5717757.753209219,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,28588788.766046096,14.0,True,2019-10-31
SHOPRITE HOLDINGS (SOUTH AFRICA),OK,27161499.762187682,8.102012422557207,84,27161499.762187682,27161499.762187682,5432299.952437537,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,27161499.762187682,15.0,True,2019-10-31
SIBANYE STILLWATER (SOUTH AFRICA),OK,26471812.21392043,1.386009626755139,84,26471812.21392043,26471812.21392043,5294362.442784086,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,26471812.21392043,16.0,True,2019-10-31
SANLAM (SOUTH AFRICA),OK,23559629.531820536,4.927006575948439,84,23559629.531820536,23559629.531820536,4711925.9063641075,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,23559629.531820536,17.0,True,2019-10-31
MR PRICE (SOUTH AFRICA),OK,23129567.824264046,10.45452923898955,84,23129567.824264046,23129567.824264046,4625913.5648528095,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,23129567.824264046,18.0,True,2019-10-31
OLD MUTUAL (SOUTH AFRICA),OK,22298923.592280827,1.092688237680171,84,22298923.592280827,22298923.592280827,4459784.718456166,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,22298923.592280827,19.0,True,2019-10-31
MONDI (SOUTH AFRICA),OK,21829989.222357754,19.12666859571724,84,21829989.222357754,21829989.222357754,4365997.844471551,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,21829989.222357754,20.0,True,2019-10-31
CAPITEC BANK (SOUTH AFRICA),OK,21220873.37802501,84.45475913953776,84,21220873.37802501,21220873.37802501,4244174.675605002,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,21220873.37802501,21.0,True,2019-10-31
GOLD FIELDS (SOUTH AFRICA),OK,20376193.9135858,5.028744174861829,84,20376193.9135858,20376193.9135858,4075238.7827171604,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,20376193.9135858,22.0,True,2019-10-31
DISCOVERY HOLDINGS (SOUTH AFRICA),OK,19585492.769455113,7.534528023423431,84,19585492.769455113,19585492.769455113,3917098.5538910227,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,19585492.769455113,23.0,True,2019-10-31
BID CORP (SOUTH AFRICA),OK,18943316.586907316,21.27571021432281,84,18943316.586907316,18943316.586907316,3788663.3173814635,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,18943316.586907316,24.0,True,2019-10-31
BID CORPORATION (SOUTH AFRICA),OK,18943316.586907316,21.27571021432281,84,18943316.586907316,18943316.586907316,3788663.3173814635,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,18943316.586907316,25.0,True,2019-10-31
WOOLWORTHS HOLDINGS (SOUTH AFRICA),OK,17530619.981619187,3.638770745551623,84,17530619.981619187,17530619.981619187,3506123.9963238374,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,17530619.981619187,26.0,True,2019-10-31
GRINDROD (SOUTH AFRICA),OK,15546926.74551541,28.1429981409766,84,15546926.74551541,15546926.74551541,3109385.349103082,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,15546926.74551541,27.0,True,2019-10-31
BIDVEST (SOUTH AFRICA),OK,15337180.304628385,12.60555275887264,84,15337180.304628385,15337180.304628385,3067436.0609256774,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,15337180.304628385,28.0,True,2019-10-31
VODACOM (SOUTH AFRICA),OK,15079842.086438732,7.866166170530714,84,15079842.086438732,15079842.086438732,3015968.4172877464,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,15079842.086438732,29.0,True,2019-10-31
CLICKS (SOUTH AFRICA),OK,14679993.96950593,14.2029651885647,84,14679993.96950593,14679993.96950593,2935998.7939011864,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,14679993.96950593,30.0,True,2019-10-31
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),OK,14180374.489303457,5.67814716013366,84,14180374.489303457,14180374.489303457,2836074.8978606914,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,14180374.489303457,31.0,True,2019-10-31
FOSCHINI (SOUTH AFRICA),OK,14013129.23901104,9.460275431426876,84,14013129.23901104,14013129.23901104,2802625.8478022083,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,14013129.23901104,32.0,True,2019-10-31
TIGER BRANDS (SOUTH AFRICA),OK,12841763.258352041,13.82376141079661,84,12841763.258352041,12841763.258352041,2568352.6516704084,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,12841763.258352041,33.0,True,2019-10-31
GROWTHPOINT PROPERTIES (SOUTH AFRICA),OK,12534019.234383535,1.526063983700844,84,12534019.234383535,12534019.234383535,2506803.846876707,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,12534019.234383535,34.0,True,2019-10-31
EXXARO RESOURCES (SOUTH AFRICA),OK,12459022.697620831,7.81793990611073,84,12459022.697620831,12459022.697620831,2491804.5395241664,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,12459022.697620831,35.0,True,2019-10-31
REMGRO (SOUTH AFRICA),OK,12195649.336983467,7.724790546066654,84,12195649.336983467,12195649.336983467,2439129.867396693,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,12195649.336983467,36.0,True,2019-10-31
TRUWORTHS INT (SOUTH AFRICA),OK,11223696.190569347,3.501358923642629,84,11223696.190569347,11223696.190569347,2244739.2381138694,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,11223696.190569347,37.0,True,2019-10-31
KUMBA IRON ORE (SOUTH AFRICA),OK,10439903.737176895,24.73875237993312,84,10439903.737176895,10439903.737176895,2087980.747435379,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,10439903.737176895,38.0,True,2019-10-31
COMMERCIAL INTERNATIONAL BANK EGYPT (EGYPT),OK,9324091.64014167,4.770574486406693,81,9324091.64014167,9324091.64014167,1864818.328028334,30,,,,,2019-10-31,2019-09-30,2019-10-31,EGYPT,MID,9324091.64014167,39.0,True,2019-10-31
SPAR (SOUTH AFRICA),OK,9220311.83566152,12.6187654340562,84,9220311.83566152,9220311.83566152,1844062.367132304,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,9220311.83566152,40.0,True,2019-10-31
HARMONY GOLD MINING COMPANY (SOUTH AFRICA),OK,7980233.245566221,2.86054417724011,84,7980233.245566221,7980233.245566221,1596046.6491132444,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,7980233.245566221,41.0,True,2019-10-31
INVESTEC (SOUTH AFRICA),OK,7117264.245256851,3.792698411440063,84,7117264.245256851,7117264.245256851,1423452.8490513703,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,7117264.245256851,42.0,True,2019-10-31
GLENCORE (SOUTH AFRICA),OK,5693956.746439413,2.901503470309137,84,5693956.746439413,5693956.746439413,1138791.3492878827,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,5693956.746439413,43.0,True,2019-10-31
REINET INVEST (SOUTH AFRICA),OK,5455555.621923985,18.1343966894321,84,5455555.621923985,5455555.621923985,1091111.124384797,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,5455555.621923985,44.0,True,2019-10-31
NORTHAM PLATINUM HOLDINGS (SOUTH AFRICA),OK,4765050.621428227,5.491187806286328,84,4765050.621428227,4765050.621428227,953010.1242856454,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,4765050.621428227,45.0,True,2019-10-31
LIFE HEALTHCARE (SOUTH AFRICA),OK,4747735.649063742,0.9724528935098019,84,4747735.649063742,4747735.649063742,949547.1298127484,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,4747735.649063742,46.0,True,2019-10-31
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),OK,4471928.948255877,9.297759526669125,84,4471928.948255877,4471928.948255877,894385.7896511755,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,4471928.948255877,47.0,True,2019-10-31
AVI (SOUTH AFRICA),OK,4194127.003564476,5.236843809002853,84,4194127.003564476,4194127.003564476,838825.4007128952,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,4194127.003564476,48.0,True,2019-10-31
QUILTER (SOUTH AFRICA),OK,4122577.735273457,1.643656792834502,84,4122577.735273457,4122577.735273457,824515.5470546915,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,4122577.735273457,49.0,True,2019-10-31
HULAMIN LIMITED (SOUTH AFRICA),OK,3526835.4115625494,15.85521022026851,87,3526835.4115625494,3526835.4115625494,705367.0823125099,30,,,,,2019-10-31,2019-09-30,2019-10-31,SOUTH AFRICA,HIGH,3526835.4115625494,50.0,True,2019-10-31
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),OK,2445341.110503048,0.08156424581005586,84,2445341.110503048,2445341.110503048,489068.2221006097,30,,,,,2019-10-31,2019-09-30,2019-10-31,NIGERIA,MID,2445341.110503048,51.0,True,2019-10-31
