Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),OK,272228209.6158299,19.64148480772646,89,272228209.6158299,272228209.6158299,54445641.92316598,30,,,,,2022-10-31,2022-09-30,2022-10-31,SOUTH AFRICA,HIGH,272228209.6158299,1.0,True,2022-10-31
DELTA CORPORATION LIMITED (ZIMBABWE),OK,255490658.95691538,1023.617695473251,87,255490658.95691538,255490658.95691538,51098131.79138308,30,,,,,2022-10-31,2022-09-30,2022-10-31,ZIMBABWE,LOW,255490658.95691538,2.0,True,2022-10-31
INNSCOR AFRICA (ZIMBABWE),OK,145594132.55225313,1267.201234567901,87,145594132.55225313,145594132.55225313,29118826.510450628,30,,,,,2022-10-31,2022-09-30,2022-10-31,ZIMBABWE,LOW,145594132.55225313,3.0,True,2022-10-31
NASPERS (SOUTH AFRICA),OK,119944475.47938557,25.04482961426891,89,119944475.47938557,119944475.47938557,23988895.095877115,30,,,,,2022-10-31,2022-09-30,2022-10-31,SOUTH AFRICA,HIGH,119944475.47938557,4.0,True,2022-10-31
BLUE LABEL TELECOMS (SOUTH AFRICA),OK,80329805.73659858,30.87309443017286,89,80329805.73659858,80329805.73659858,16065961.147319717,30,,,,,2022-10-31,2022-09-30,2022-10-31,SOUTH AFRICA,HIGH,80329805.73659858,5.0,True,2022-10-31
SIMBISA BRANDS (ZIMBABWE),OK,79733939.1971329,654.8000000000001,87,79733939.1971329,79733939.1971329,15946787.83942658,30,,,,,2022-10-31,2022-09-30,2022-10-31,ZIMBABWE,LOW,79733939.1971329,6.0,True,2022-10-31
PROSUS (SOUTH AFRICA),OK,61237950.16307382,24.06496849893134,89,61237950.16307382,61237950.16307382,12247590.032614766,30,,,,,2022-10-31,2022-09-30,2022-10-31,SOUTH AFRICA,HIGH,61237950.16307382,7.0,True,2022-10-31
MTN GROUP (SOUTH AFRICA),OK,48182017.42170562,6.63273577112746,89,48182017.42170562,48182017.42170562,9636403.484341124,30,,,,,2022-10-31,2022-09-30,2022-10-31,SOUTH AFRICA,HIGH,48182017.42170562,8.0,True,2022-10-31
ANGLO AMERICAN (SOUTH AFRICA),OK,46918140.31296947,30.20915691554549,89,46918140.31296947,46918140.31296947,9383628.062593894,30,,,,,2022-10-31,2022-09-30,2022-10-31,SOUTH AFRICA,HIGH,46918140.31296947,9.0,True,2022-10-31
FIRSTRAND (SOUTH AFRICA),OK,45612770.196481794,3.292576791289583,89,45612770.196481794,45612770.196481794,9122554.039296359,30,,,,,2022-10-31,2022-09-30,2022-10-31,SOUTH AFRICA,HIGH,45612770.196481794,10.0,True,2022-10-31
GRINDROD (SOUTH AFRICA),OK,44248484.26509566,47.52686042207615,89,44248484.26509566,44248484.26509566,8849696.853019131,30,,,,,2022-10-31,2022-09-30,2022-10-31,SOUTH AFRICA,HIGH,44248484.26509566,11.0,True,2022-10-31
PPC (SOUTH AFRICA),OK,37900669.22555228,11.61890650597904,89,37900669.22555228,37900669.22555228,7580133.845110457,30,,,,,2022-10-31,2022-09-30,2022-10-31,SOUTH AFRICA,HIGH,37900669.22555228,12.0,True,2022-10-31
CAPITEC BANK (SOUTH AFRICA),OK,35481642.69549578,85.9245800180259,89,35481642.69549578,35481642.69549578,7096328.539099156,30,,,,,2022-10-31,2022-09-30,2022-10-31,SOUTH AFRICA,HIGH,35481642.69549578,13.0,True,2022-10-31
